,CD4 T,CD14 Monocytes,B,CD8 T,NK,FCGR3A Monocytes,Dendritic,Megakaryocytes
10409,RPL37,TMEM181,SLFN12L,RP11-326K13.4,KCTD2,EBLN2,KPNA4,PRMT5
10410,ZNF493,AP1AR,FHIT,LY9,KLHL2,PLXNA1,LIN9,SEPHS1
10411,DCLRE1C,FAM195B,POLR1A,SLC25A14,FAM210A,TIGD5,APBA3,ATG10
10412,FAM73A,FCHSD1,ETV7,SLAIN2,GTF2IRD2B,CDC16,UBTD2,SMC3
10413,BAP1,TDRD7,CDKN2AIP,SIPA1L1,LRPPRC,PRMT5,RP11-362F19.1,UBASH3B
10414,RP11-385D13.3,RP5-1043L13.1,PSMB6,SPTY2D1,ANO9,OTUD4,PHF14,TMEM9
10415,RP11-544A12.4,ZNF484,SAE1,AP1B1,COMMD6,SPATA20,VAPB,CLK3
10416,APOO,GAS6,ADPGK-AS1,SFXN4,TATDN3,FAM122A,BAALC,SMYD2
10417,ACTA2,MRPS35,MXD1,KIF1B,SEC23B,MXI1,LEPRE1,MPC1
10418,GAS7,TMEM9,R3HCC1L,SNX22,RPS17,FAM102B,KIAA1432,USP39
10419,MCCC2,DAG1,BIRC6,RABGGTA,TTTY15,ZC3H3,HRK,C2orf49
10420,KIAA2018,GOLGA5,TEX261,MIER2,PDZK1IP1,PLEKHA2,SNX14,SNUPN
10421,ATP6V0A1,PGS1,SVOPL,AP000350.4,RP11-127B20.3,MAF,AGK,TPMT
10422,AHCY,NEIL1,TLE4,RANBP10,ZKSCAN3,KLHL22,SERPINE2,DDX54
10423,GEMIN6,MMP17,CSF1R,RCOR1,METTL12,PAPD5,RFC4,UBASH3A
10424,SPI1,GIN1,PKIB,PCNXL4,RP11-629O1.2,LIG1,SF3B3,ACSL1
10425,SLC17A5,USP39,LRP1,FMN1,VPS39,LIN7C,IL2RB,PDCD2L
10426,SMIM4,DHX8,TRIM4,PRKAB2,MGAT4A,USP9X,CHST11,HAUS1
10427,PIK3R1,RP3-475N16.1,C5orf56,INTS6-AS1,TXNDC9,ZNF653,MPPE1,ZDHHC4
10428,ATG16L1,IFRD2,XRCC1,COG2,ALG8,PNRC2,PSMD5,BIN3
10429,EXT2,C17orf85,BOLA1,PLD4,SLC26A1,ETV3,SUSD3,CTNNB1
10430,ADRBK2,NR2F6,PLCG1,OSGIN2,WNT10A,RP11-500C11.3,LSS,SCFD1
10431,TRAK2,DHRS9,GPR65,DYRK1A,MYL6B,ASCC1,LRCH4,CPQ
10432,GPM6B,ZNF83,JAK3,COX18,SURF6,ARG2,TRAF5,B3GAT3
10433,XPO6,C22orf46,PDZK1IP1,SPTAN1,KIAA0226L,TCF4,TRIB3,UHMK1
10434,GCN1L1,GALNS,ARMCX5,RP1-29C18.10,MEF2C,CTD-2302E22.4,FAM71D,NAMPT
10435,HCCS,YPEL2,NABP1,VIPAS39,NFYC-AS1,CDK7,MGRN1,TCTEX1D2
10436,CHD9,ACVR1,RRAGB,MIPEP,ATG4C,CTD-2162K18.5,PUS3,RDX
10437,CSTF3,FANCF,EZH1,AIG1,C12orf44,HIVEP3,KLHL12,XRCC6
10438,ZC3H11A,MAN2C1,FTSJ1,USP53,MKNK1,TMEM184B,APPL1,CSTF3
10439,FAM129A,SDHD,TSPAN2,GEMIN2,LGALSL,ANKS3,CCDC71L,PHKG2
10440,HERC4,DCK,ARNTL,SMAGP,TCTN1,POC1B,TGFBR3,RP5-827C21.4
10441,BCORL1,RP11-611L7.1,IFT52,P2RY12,AP003733.1,CUEDC2,TYW1,NAA35
10442,RP11-73E17.2,DSE,ADCY7,CMC4,NCOA6,SP1,RP11-169K16.9,GLRX2
10443,TNFSF14,TRMT10A,MAGEF1,C19orf73,TMEM55B,ZHX2,FAAH2,GNPDA2
10444,ARHGAP10,RCBTB1,UBN1,C11orf54,KCTD18,SNRNP200,PGBD2,PAN3
10445,SEC22A,PCGF5,TIMM10,INPP4A,ZNF197,ZNF81,ZNF582,FAM50B
10446,PCBP1,SPA17,ELP5,SPINK2,ZBED6,STIM2,CTDSP2,HUWE1
10447,FOSL2,ARG2,EHD3,LMAN2,MCM3AP-AS1,MROH6,TFCP2,PHF1
10448,CTC-228N24.3,DENND6B,RP11-76E17.3,RP11-445H22.3,RNF26,COX18,FAM185A,LRWD1
10449,SS18,GPSM2,MAL,MTA2,RP11-819C21.1,HLA-DQA1,APOLD1,MEGF9
10450,UBE2V2,NPIPB11,DLAT,SLC25A28,KLHL8,ZDHHC24,DDX52,RAF1
10451,EBNA1BP2,IL15RA,LARS,NFS1,TMEM164,NUDT14,KLRD1,PBX2
10452,CDKN3,ZNF146,PLAGL2,LINC01136,TSR1,SAMD4B,LAG3,PITPNA-AS1
10453,KIAA1731,AARSD1,ZMYM3,FNIP2,PTMS,ZNF133,CAV1,MMGT1
10454,AGPAT9,SLC46A3,CCDC12,BAG1,RREB1,DDX39A,JPX,FUNDC1
10455,RP11-973H7.4,RBBP6,PRPSAP2,MSANTD3,PIGF,KLRC1,SPINK2,CRTC3
10456,ZNF646,BAZ1A,PHF19,BCO2,ESAM,AFTPH,HMBS,LLGL2
10457,ZNF582-AS1,PEX6,RP6-91H8.3,TMF1,AFG3L2,MAGIX,EMP1,RP11-63P12.6
10458,CDT1,KIAA1191,ZNF217,APC,IL18R1,GEMIN8,APBA2,CCDC104
10459,IFIH1,EXOSC5,ANO9,TMEM91,RP11-390E23.6,CSE1L,FBXO11,RPRD1A
10460,CCDC41,MSANTD4,AATK,MSMO1,FAM227B,ITGB3,RRM1,KTI12
10461,TRPS1,SLC35A5,RRP9,RP11-147L13.2,ZNF180,SEPHS2,FARP2,UBAP2L
10462,SMIM15,SF3B2,NOP14-AS1,GCLC,FAM122A,ZNF567,PRPF4,MTMR6
10463,SLC9A7,CDC123,MRPS17-1,C11orf80,BCKDHA,DROSHA,ANAPC13,SPIDR
10464,CPSF1,TIAM1,SEC14L5,TUBG1,ZFP64,WHAMM,DSC2,NAT9
10465,MTCH2,MFHAS1,PDSS1,TMEM8A,ZNF747,POLR3K,ZBTB1,PPP4R2
10466,RP11-804H8.6,UTP15,FAM32A,STAM2,AHR,TIPARP,PRADC1,NUP153
10467,RAP2C,F13A1,GPR35,C3orf62,METTL14,PRR7,UCP3,BDP1
10468,LRRK2,ZBTB41,UVSSA,ARFRP1,CTD-2260A17.2,NAA20,CYTL1,CRNKL1
10469,SEC24D,TTC24,S100A12,SLC11A1,CHCHD4,RNF11,SLC43A1,UBA5
10470,RP11-339B21.11,C6orf25,GAB3,DHODH,IDH1,KIAA1109,SERINC5,CWF19L2
10471,SGSM3,PLVAP,RP11-192H23.6,TNFAIP1,MKKS,ZNF618,KCNE1L,CD244
10472,CCR2,NECAB3,GTF2A1,ZC3H6,ZNF785,COPS3,NFYC,HSF1
10473,PPIL4,PHAX,TRAF1,VKORC1L1,AP001055.6,CBFA2T3,POLD1,NBR1
10474,IL23R,ZNF880,PCTP,CACNA1I,ABCB1,PRPF4,SSNA1,GGPS1
10475,C9orf66,ANKLE2,BAK1,ANKH,ALOX12,VRK2,C11orf82,UPF2
10476,SPATA5,MED4-AS1,CHPF2,TRAPPC10,EIF2B2,PPP3R1,BRI3BP,THUMPD3
10477,QRSL1,BET1L,MTFP1,CTD-2210P24.4,MEF2D,RPAP2,RABIF,AGPS
10478,TPM4,CEP120,MTMR1,ERV3-1,ETS2,SPTLC1,USP40,SLC27A5
10479,CTB-118N6.3,ZCCHC10,FAM104B,NAP1L2,STX2,TRAPPC8,HSPBP1,PPP2R2A
10480,CTNNAL1,SP4,LACE1,SRSF4,NUBP1,TARS2,DCTN4,CBLL1
10481,GANC,AGAP6,IRAK4,C16orf86,LYPD2,INO80,LGALS12,PACS1
10482,CCDC28B,IGJ,RECQL5,AGGF1,TRIM3,ZMYND19,LPIN2,WASF2
10483,GPBP1L1,FECH,THUMPD3,LEPRE1,RP11-85F14.5,NUSAP1,OPA3,RANBP3
10484,RP5-1125A11.1,H1FX,PCED1B,FAM213A,MYBL2,SEC22A,RP11-179B2.2,CHORDC1
10485,POLRMT,IGHMBP2,NARFL,FAM102B,AIFM2,CHMP7,GALNT2,CXorf38
10486,PHLDB2,C12orf45,NFE2,RFX1,CCBL2,TOR2A,ZNF683,UBA6
10487,RASA1,SMARCA2,LMAN2,GDPD5,NR2C1,C2CD3,MKI67,CMTM7
10488,BCL3,KLF8,MRPS18B,TMEM86B,RP11-192H23.6,FH,JADE2,SCCPDH
10489,LPXN,OCIAD2,DDB2,C20orf27,RP11-220I1.1,SLC18B1,FHL3,POLR2B
10490,ZNF25,RRM1,LSG1,SNX8,DDX31,SLC39A4,NR1H3,RAB34
10491,RP11-468E2.5,C21orf91,HAUS2,GPALPP1,MYO5A,THUMPD3,ABHD17A,MBOAT7
10492,PKNOX1,RP1-90J20.12,TLN1,TIMM8B,SIKE1,PPP2R5A,DDHD2,EBPL
10493,GIPC1,PDCD4-AS1,PITPNM2,AGFG1,MED21,MAP3K7,RELL2,LMAN1
10494,TRIM28,CEP89,ACADS,GTF2F2,GIGYF1,MLLT3,RNF214,TCERG1
10495,KLHL14,ZNF264,TMEM39B,ZMIZ2,MLKL,DCAF16,CDYL2,RSBN1
10496,HSBP1,PPP1R32,USP20,AGO3,FLCN,LGMN,HDGFRP2,LINC00665
10497,FAM179A,RIT1,GBP4,SCD5,SGPP1,MAP1LC3B2,PPP1R13L,KLC1
10498,ARHGEF11,RSPRY1,SCAMP1,NR2F6,FZR1,ELMSAN1,MTERFD1,BRD9
10499,PAXIP1,AMT,NR1D1,KAT5,GOPC,UXS1,PQLC1,KDM2B
10500,PLEKHG2,ZNF333,YRDC,PAXIP1-AS1,LRRC14,ZNF628,EPSTI1,EMR2
10501,MRPL49,MTM1,SPATA13,ZNF317,ARHGAP21,TRAPPC9,COX17,SERINC5
10502,HBA1,AC069363.1,C1QA,SLC40A1,LARP4,PEX26,CCDC102A,THOC5
10503,MZT2B,ANKRD52,ILVBL,PLEKHA8,GAS2L1,DDI2,MFSD10,SLC52A2
10504,C2orf88,STRBP,TMEM53,PGAM5,MED31,MAGEF1,PHKB,EMC4
10505,CPT2,POU2AF1,TOR1B,PRAM1,RCCD1,ARHGAP26,TNFAIP8,CSF2RB
10506,BBS9,FAH,SEPSECS,MARK2,ZFAS1,FAM134A,MON1B,SPATS2L
10507,MIR22HG,BIRC2,C10orf118,ZCCHC14,FOXK2,ZNF354A,FCRL2,NSUN5
10508,C15orf61,AD000090.2,MED28,NUP160,LTN1,XPO7,ABHD2,BST1
10509,PPAPDC2,CMTM5,TBX21,C4orf47,PRKX,UBE3C,WDR12,LPAR6
10510,MGAT1,CCDC152,IFI6,RBMX2,LILRA3,CHMP1A,UBE4B,C15orf40
10511,CAPZA2,SPATA5,SCGB1C1,TBKBP1,RYBP,TADA3,EMC2,BRI3BP
10512,RP11-798G7.6,LYPLAL1,ADAP1,ETV3,MCM7,GCN1L1,DLEU1,DHRSX
10513,ATE1,NEK9,CHTOP,BRMS1L,RXRA,HPCAL4,ARAP2,ACADVL
10514,ENTPD6,BRI3BP,LY6G6F,MGEA5,LIPT2,ACBD4,RFC3,GNS
10515,FUT7,RIC3,EXOC6,ARMCX4,SH3BP1,CHD2,AP006621.5,ACSL3
10516,RP11-542M13.3,FAM211A,ICA1,CNOT6,CCDC104,BNIP2,CCR6,ARL3
10517,ZNF566,ATF7IP,RAMP1,CHD9,UBE2J2,LPIN1,TRMT12,TXK
10518,TXNL4B,C1RL,XAB2,PDHB,SPG11,COPG2,FOXK1,UBLCP1
10519,RP11-81H14.2,CDYL,ACOT9,ZNF438,SNRNP27,PARP11,BFAR,EML4
10520,MAP9,CCL4L2,RP11-1070N10.3,PIK3AP1,CEP57L1,KANSL3,CRADD,IDNK
10521,SDPR,SFI1,AHSA1,PHIP,MAK16,IL11RA,NT5DC1,C1QB
10522,EDRF1,AC009506.1,CCDC71L,LCLAT1,IFI27L2,C12orf76,ZMPSTE24,MPV17L2
10523,TES,BEND5,PHACTR4,TMEM186,HSPA4,AFAP1L2,MAPKAPK3,HDHD2
10524,CTA-250D10.23,MICAL3,RP11-879F14.2,MBTPS2,SPTLC1,HOXB2,DHX16,FCHSD2
10525,CD1C,CSNK2A2,NEDD9,ANKRD13D,PDCD4-AS1,MGAT2,NARFL,PAIP1
10526,CRAT,PPP1R13L,LMF1,MTX3,KCNN4,CPQ,RP11-163N6.2,POLE3
10527,CBY1,SPRED1,TSPAN4,GPR146,NDUFAF1,HSD17B12,CSGALNACT1,STAG2
10528,ABCD2,FAM179B,RP11-254F7.2,C11orf74,ULK2,EXOC2,MRI1,SLC2A6
10529,ERLIN2,SENP7,DTWD1,PIAS4,RP11-218M22.1,VPS26A,TSEN15,CD83
10530,C19orf38,MDH2,ABCC10,SGK3,RPL26,PEPD,FANCI,C11orf68
10531,DDX10,MED14,GIMAP8,TRMT11,SUPT3H,TTYH2,TUBB1,MBD1
10532,CDR2,CRLF3,FAM175B,DYNC2H1,ABCA3,ZNF775,FAM127B,BCL7C
10533,HHEX,GALNT11,AIP,PSMC2,COQ2,FRYL,RP11-418J17.1,C12orf45
10534,PSMB1,CXCR5,TARDBP,MTFMT,ERCC2,CD1C,MAVS,RPIA
10535,SHC1,SEC31A,PSMG2,C5orf30,DIRC2,STX16,C22orf39,BTBD1
10536,INPP5E,TRIAP1,LIAS,ZNF621,SORBS3,TNFRSF18,STK39,DDX50
10537,ATXN1,P2RX5,SLC39A1,RUNX1,PDP1,ATP9A,USP8,DGKA
10538,MLH1,RP11-936I5.1,IGSF8,RIPK2,TRIM14,MFN1,SPATA5L1,RBM18
10539,PRPF3,FKBPL,CDC5L,RASA2,ACD,SCOC,ZCCHC6,BATF3
10540,PJA1,EEF1E1,ZNF680,CMTM6,LEF1,TLR5,RUNX1,SMIM11
10541,CTA-384D8.34,CTD-2256P15.4,ABCD4,ZMYM3,BNIP3,HMGN4,TRIP6,ZSCAN16-AS1
10542,ZNF483,RP11-467D6.1,AC016586.1,WBP1,NOM1,C15orf48,RAB9A,LAS1L
10543,CYB5R1,ZNF701,SEC11C,CDKN1C,EXT2,KCNK6,CROCC,CD40LG
10544,FBXW9,TATDN1,AURKAIP1,RFXANK,SS18,DYNC1I2,CCDC90B,CCDC84
10545,UCK1,RABL2B,TRMT13,AHI1,BLOC1S5,RP11-488L18.10,ZNF701,HOXB2
10546,CD244,SLC5A10,BMS1,PPP1R11,KIAA0101,ASXL2,HIBADH,AKT2
10547,ZNF436,GATSL3,SETX,HBQ1,EAF1,PHF10,RNF6,SLC27A3
10548,CALCOCO2,MED7,SPRYD4,ENY2,PEF1,IL1RAP,NR2C2,CDKN2AIP
10549,ZNF286A,RUNX3,UFSP2,PGBD2,MPRIP,ZNF800,EXOSC6,EXOSC3
10550,LCORL,SENP5,SNRNP27,KIFC2,GNG10,APP,DCAF12,SATB1
10551,MGAT5,STX17,MRPL37,PPP1R16A,SLC16A3,BRD3,PLEKHA2,RAB7A
10552,ZNF684,RP5-821D11.7,RALGDS,HSPA14,GNS,OGFOD1,NDC80,KLF12
10553,FAM53B,SLC9A9,PJA1,ITGAM,AC120194.1,UCK1,CEP164,NCKAP1L
10554,CLIP1,HAUS1,OGFOD3,RGS19,REV1,NFATC3,ZNF816,PARP10
10555,DNAJB11,REPS2,ABCC3,SMAP1,IFT74,BRD2,RP3-467N11.1,ACIN1
10556,ACTR8,MIDN,SFPQ,C10orf88,INTS2,FKBP11,TLE3,MGME1
10557,AC008964.1,ITPRIP,DCAF7,CTAGE5,DUSP18,AP1S1,CD244,ATXN7L3B
10558,CNRIP1,TFB2M,IL18,NABP1,TMEM201,S1PR4,C2orf42,MARCH1
10559,LPIN1,KCNMB1,AC004854.4,TTLL4,DUSP2,GNPTAB,SMN1,PPIF
10560,TLR10,DDX39A,CDKN2C,RNF135,CENPB,HIBADH,WBP2,PINK1
10561,C1orf145,MICB,SASH3,FANK1,CTA-29F11.1,LIMD2,PHTF2,GLB1
10562,NUMB,ZNF266,ABCF3,GNAL,PSMC3,SLC2A8,RING1,ZRSR2
10563,CRIPT,CDR2,RPPH1,MAGEE1,C9orf91,NDUFA9,SLC46A1,TBCC
10564,CDIP1,HDHD1,PAXIP1-AS1,URB1,TADA2B,FAM13B,EDC3,AFF4
10565,NDRG3,BFAR,MYBL2,PCCA,FAM214A,ZNF37A,SUPT7L,FOLR3
10566,B3GAT3,MAN2A1,ZBTB21,PPP2CA,NAP1L3,AP001053.11,ZNF234,ASTE1
10567,ZNHIT6,ZHX1,AP001189.4,DDX11-AS1,HAUS8,FPGT,RP1-3J17.3,HCFC2
10568,HEATR6,DHODH,BCAT2,DNAH1,B3GNT1,PPME1,TMCC3,C21orf59
10569,FBXL16,SIGLEC1,BROX,TRMT2A,CSNK2A2,FAM178A,KIAA0556,HSD17B8
10570,NXT1,RC3H2,KAT6A,CACUL1,NSUN5,ZNF720,GCHFR,ZCCHC7
10571,AP000692.10,EPB41L3,UXS1,TNFRSF10A,XYLB,CHRNB1,MYOM2,FAM78A
10572,LRRC57,YOD1,ATP2A2,AC005944.2,ATP9B,SPOP,MMS19,DDX56
10573,METAP1D,RP5-1125A11.1,LTA,HERPUD1,AIMP2,NSG1,ZFP90,RBM26
10574,PRMT5,FUBP3,RAB11FIP4,ZNF791,GNB5,BAHD1,IRF2BPL,SLC35C2
10575,KIF21A,TSEN54,PSMD1,HDHD3,DXO,GPR107,SIKE1,PDXDC1
10576,STK16,GDAP1,RP11-383C5.4,TMEM65,EIF4G3,RNF123,KLHDC4,HEBP1
10577,CTB-133G6.1,FEN1,RAB38,GCNT2,SMARCC2,TMEM43,ATP6V0E2,TBC1D1
10578,BTK,POLE,WDR41,DUSP10,CTAGE5,PLA2G16,AC016629.8,BEX2
10579,DDOST,SOCS4,ATP2B1,SMPD3,METTL13,RP4-728D4.2,KIAA0430,RMDN3
10580,FANCL,TMEM120B,PTRH1,RP11-861A13.4,KIAA0825,CTD-3184A7.4,RP11-468E2.4,SIRT2
10581,DAPK1,MKLN1,H2AFY2,MSRA,NHLRC2,CLIC3,CRTC3,WDR37
10582,DESI2,EOMES,HIRIP3,F12,CASP7,MFSD3,EXOG,TYW5
10583,DHDDS,DMTF1,DDX3Y,SLC25A37,TAF2,RP11-1191J2.5,MICU1,NEK7
10584,AC005253.2,CDK5RAP1,KLHL42,CD55,USP12,SLC35F6,BEX1,CTCF
10585,SDAD1,DOPEY2,TPRG1L,RBM4B,TRNT1,PVALB,HAUS6,MPHOSPH6
10586,EIF5AL1,UTP23,MIER2,VPS16,FBXO48,ZSCAN18,LONP1,OGT
10587,PAX5,NAGS,BPTF,MAPK9,NIT2,HIST1H2BD,THAP1,KRCC1
10588,PLK2,TMIGD2,CHRNB1,ASTE1,PAN2,SCAMP1,RABL5,HINT3
10589,ZNF641,SMPD4,PRPF38B,CCDC146,P2RY14,AC074138.3,CIRH1A,MTMR14
10590,AKR1C3,SKP2,FAAH,RFFL,NUP210,FRMD3,SORT1,LARP1
10591,PSTPIP2,TAP1,TAF5L,PIM3,NPEPL1,PCBP1-AS1,LDLR,TBC1D4
10592,ACAD9,DEF8,GPATCH2L,AMFR,ZNF792,NOC3L,PLAGL2,APEH
10593,RP13-977J11.2,RP5-899E9.1,ZNF124,GTF2A2,C9orf64,RNASEH1-AS1,NCOA1,C15orf57
10594,MARCH2,TOPBP1,BTAF1,MTHFD1,CD3G,MYL5,TGFBR2,MVB12A
10595,HID1,SNAPC4,GSTZ1,C11orf73,SIGLEC10,CTB-133G6.1,ANKAR,RBP7
10596,PALB2,MTMR9,CBR1,FUBP3,RP11-325F22.2,CREBRF,NME7,PCBP4
10597,LRRC37B,PIGF,TSR1,RP11-119F19.2,ZDHHC7,HLA-DQB2,CCNL2,DYNC1H1
10598,PHF12,ZNF714,N4BP3,ZFP90,BCAS3,ZNF511,KDM7A,NGLY1
10599,ZNF747,ATAD5,CTA-217C2.1,RCCD1,RELT,MRPS34,FLVCR1-AS1,CETN2
10600,GGCT,ANGEL2,B3GNT1,PCYT1A,ZNF680,MBOAT7,PIGO,SCAPER
10601,RP3-467K16.4,DPAGT1,TRIB2,STYX,NAF1,RP11-127B20.3,API5,FAS
10602,NEIL1,C22orf29,GMPR,CCDC101,TSPAN2,UHRF1BP1L,CRYZ,MBD2
10603,ZNF107,LY96,LAPTM4B,TMEM216,UCHL3,LATS2,THOC1,UBIAD1
10604,DTHD1,PORCN,TRIM3,TPCN1,ETV6,ZNF431,VPS37A,UTP3
10605,USP21,FANCB,DDX52,FLVCR1-AS1,GOLGA5,PATZ1,PSEN2,MAP4
10606,ZNF516,ZBTB45,IVNS1ABP,SLC30A5,CHERP,SARNP,EMR1,SCLT1
10607,ITGB7,SLC35E1,CLEC1B,ZDHHC18,DCAF12,CHST11,INO80C,CCDC50
10608,MROH1,BNIP1,GTSF1,HIVEP3,NCOR2,BRAF,TRAT1,ABHD12
10609,UXT,ATP5L2,STX5,ERP27,PRICKLE3,TMEM44-AS1,ASGR1,POLR3D
10610,UAP1,PIBF1,SLC40A1,SNORA76,RASD1,RALGAPA2,FAM98A,DSCR3
10611,AC142528.1,ECHDC3,GABARAPL1,DOPEY1,PPP2R5B,SMC6,PPP1R15B,SAYSD1
10612,RLIM,ACBD6,PIBF1,SECISBP2,FAIM3,TNRC6A,FAM19A2,LTV1
10613,RP11-349A22.5,CH25H,SH3RF1,PRKAR1B,IPO7,INTS6,HIBCH,HAGHL
10614,FLJ20306,PRRG2,IRF3,OCEL1,AC016831.7,STAT6,RP11-108M9.4,RP11-792A8.4
10615,SIRT2,POFUT1,MAF,USP38,USP34,LTB4R,INPP5D,CNOT8
10616,UMPS,BLOC1S6,UNK,RP6-206I17.1,PMF1,VDR,RP11-464F9.20,FLOT2
10617,FRG1B,XYLT1,IER3,DDTL,SNX29,SCYL2,NT5M,PEA15
10618,FDFT1,MCCC2,ARSK,ABHD6,RAB3GAP1,CREBZF,B4GALT1,PAICS
10619,GSS,SAAL1,SCML4,C7orf31,IFT80,RABGEF1,MED13,PDIA4
10620,GATC,PRDM10,PHF23,SLC9A9,CBWD1,MGAT4B,PRPF4B,HSPH1
10621,DBT,GNMT,SLC7A5,PLCB3,RP11-1191J2.5,AAK1,ARFIP2,SLC25A1
10622,ARPC1A,CTD-2319I12.2,KIAA1009,CLSTN1,EXOC1,MYO9A,SHOC2,RASSF7
10623,SUPV3L1,GPKOW,BTBD2,NISCH,SNX15,LZIC,SECISBP2L,TAP2-1
10624,QTRTD1,PDE8A,ZCCHC3,SDR42E1,DYNC1LI1,ALOX12,MIB1,SUPT7L
10625,BOD1L1,SGMS1,BAIAP2,GALM,RP11-262H14.3,ARHGAP19,SNX16,REST
10626,DBF4,EIF2B2,PEMT,MAD2L1,FBXO45,BUD13,NUDT2,MRPL4
10627,KCTD2,PAGR1,NSL1,RALA,SSH2,C18orf25,RNASEH1,MRPS18A
10628,GABPB2,C6orf106,COMMD8,RAB32,PDLIM7,ZCCHC7,SRSF3,LONP2
10629,RP11-500C11.3,KLF9,ILF2,ZNF268,MGLL,SCLT1,AC004951.6,PRPF4B
10630,CREBZF,RNF207,GLA,TCF4,DPYD,AGPS,CCP110,C12orf65
10631,ZC3HAV1,POLR2B,LEPRE1,COA3,CCPG1,CACYBP,NUFIP1,EMC9
10632,ASMTL-AS1,FN3K,NUP50,GMEB1,RP11-1399P15.1,LAMTOR2,CHCHD1,C5orf45
10633,AC079922.3,ROBO3,ENTHD2,PDGFD,NHEJ1,SIKE1,YBX3,SLC35A1
10634,AGO1,AC062029.1,MAST4,ERF,KIAA1683,ZNF274,ZNF880,MLLT6
10635,IWS1,DEGS1,MPP7,USP18,NAMPT,MFSD11,C11orf57,MUTYH
10636,ATG4A,TRMT44,HSD17B4,INO80E,SLC41A3,BTF3L4,SCLY,FPGS
10637,PLEKHA2,MRPL50,SYTL3,NDUFC1,INO80E,ZDHHC3,SDE2,TPPP3
10638,HNRNPLL,SSFA2,TNFSF8,WWP2,PCNXL2,KCTD21,VGLL4,VWA8
10639,KIAA2013,STMN3,RP11-295P9.3,MAFF,CTR9,RHBDD3,CBL,ZNF593
10640,RAB12,SNF8,TLE3,SNX29,ACACA,GCA,WDR62,OXLD1
10641,BBS7,ZNF655,KBTBD7,UBXN6,TPCN2,SAMD8,MEG3,NAGA
10642,LEKR1,CCDC104,DCTPP1,RP11-46H11.3,KCNMB4,CCDC137,AGAP6,SUGP2
10643,PCBP1-AS1,AQP10,MGLL,RP11-611E13.2,PRKAR2A,THAP2,CEP290,DIABLO
10644,FGFBP3,FAM134B,MCM9,DENND5A,B3GAT3,NUFIP2,PUF60,PGM1
10645,BLNK,AKAP17A,PDE4A,C1RL-AS1,VSIG8,DDX42,AKAP1,CAMK1D
10646,LPHN1,ORAI1,CNOT2,PPP6R1,NQO1,ACN9,ITGA3,DPH5
10647,ADARB1,MAP2K2,ZNF426,NLRP3,SETD7,FAM91A1,RP13-1032I1.7,NSMCE4A
10648,AQP10,TLK1,TNF,TFE3,RP11-344P13.6,CLK4,RAI1,MRPL19
10649,DHX33,SLC4A10,C2orf88,INO80B,APOBEC3B,TTC9,TRIT1,PSEN1
10650,CRBN,SNX11,IKBIP,PER3,BACH1,GATC,RASA3,PARP14
10651,DNM2,NDUFAF2,NFATC2IP,ZBTB4,MTO1,MRS2,P2RY10,TNFRSF4
10652,C16orf52,SLC25A45,ACSL1,UBE2E2,ZFP37,ST14,FNIP2,ACTR6
10653,RP11-166O4.6,TMOD3,RP11-403A21.2,ENPP5,ACSF2,CTTN,ALDH3B1,IPO5
10654,SPOCK2,ARRDC1,TRIP11,CTSH,RP4-728D4.2,FAM3C,HGF,ELP5
10655,VMAC,HTATIP2,CSRP2BP,RP11-798M19.6,FAM73B,ADCK1,SNRPF,BAG5
10656,MAP3K12,CCDC34,NEMF,SYNGR1,NMT2,SEPT11,SLC16A7,TMEM63A
10657,CDKN1A,SRPK1,CYB561,ATAD3C,OXLD1,PTPLB,ILF2,SLC25A25
10658,TCHP,MARS2,MTF1,KHDRBS1,SLC12A7,MRPL43,ISCA1,FAM122A
10659,NNT-AS1,NUBP1,LINC00877,DNAJB12,TOE1,C5orf45,RCL1,TMEM11
10660,LRRC61,SLC1A4,ZNF274,CALU,UHRF2,DHX36,EHMT2,API5
10661,TOMM22,RP11-318A15.2,IPO5,FAM188A,STARD10,CWF19L1,PLCL2,ALOX5
10662,UBE2Q2,COPS4,CDC37L1,PKIG,PEBP4,ANTXR2,TMEM106C,CREG1
10663,ZNF256,ARHGAP29,CTB-113I20.2,PHACTR2,TTF1,SERPINB9,ZNF319,RELA
10664,UBOX5,RP11-428G5.5,SLC27A1,FAM107B,PARK7,ZNF791,ERCC4,NFKB1
10665,POLR3B,RP3-329E20.2,COX20,SPATC1L,GNA15,AGO1,ZFYVE27,PDE7A
10666,REXO2,GOT1,RP11-936I5.1,GPI,POMK,PAFAH1B3,VPS13B,RRAS
10667,CTD-3138B18.5,ELMO2,GP1BA,PSMA1,RWDD3,MAP4K5,TARBP2,PRNP
10668,ASCL2,SUMF1,FAM219B,EEA1,ANKRD26,POGZ,L3HYPDH,POLR2J3
10669,C1orf122,KCNN1,C10orf76,ZNF260,GSTM4,LYNX1,NDUFC1,POLR1B
10670,PIGO,ERN1,PSMC2,BIN1,GEMIN5,REL,GPBAR1,ECE1
10671,TMEM209,NOTCH4,ZYX,ZNF664,MAP3K6,PGD,CNTRL,KLRD1
10672,XBP1,MAD2L1BP,SLMAP,ZBTB41,FOXK1,NBPF12,ASCC2,TM2D1
10673,NUTM2A-AS1,RAB11B-AS1,KARS,SSFA2,ZSCAN29,MON1A,WRAP53,MPV17
