,CD4 T,CD14 Monocytes,B,CD8 T,NK,FCGR3A Monocytes,Dendritic,Megakaryocytes
12074,PMPCB,C1D,SNRPB2,UBA1,CD47,MFSD6,HDGF,SET
12075,ODF3B,SEC23B,GTF3C6,PYROXD1,POLR2E,TM9SF2,TMBIM4-1,OLA1
12076,MAGOHB,RBM48,ZNF592,FAM104A,DENND4C,SFSWAP,DNAJC10,AKAP13
12077,MVK,ATP2A2,STAT6,ZFPL1,ACOT11,ZNF276,VPS4B,MINA
12078,ZNF346,ZNF267,SUB1,DDB1,MAPKAPK3,CACNA2D3,POLR2M,IMP4
12079,APPL1,SP100,THOC2,GOLPH3,MAT2A,ADAM15,AC147651.3,TMEM43
12080,GTF2F1,ASRGL1,SERTAD3,TRIP11,IFNAR2,USP34,ORAI2,GATA3
12081,HMG20B,FYN,EIF4B,ADPRHL2,TMEM70,GATAD2A,CECR1,RPP38
12082,FAHD1,ATR,C9orf78,CDYL,VSTM1,PIAS4,GADD45A,VCAN
12083,CLU,TXLNA,SLTM,POLD3,TMEM167B,DNAAF2,VPS26A,ZNF146
12084,HSBP1L1,DCP2,TLN1,TAF1,PPM1A,FBXO3,RGL4,CENPO
12085,ZZZ3,EIF2S1,RP11-18H21.1,GLTP,DNAJC30,CTD-2017C7.1,HAUS4,LAIR1
12086,SNX27,RP11-664D1.1,HAVCR2,ARPC1B,DDX58,NARS,SACM1L,PABPC1
12087,ETS2,AP2A2,MKL1,SCML1,CD40LG,SRRM2,NADSYN1,CECR1
12088,FBXO18,PKN1,MNAT1,PHF11,UBE3D,SLC2A3,SURF4,TAPBPL
12089,SMAD7,PRKRA,ADTRP,ATP2A3,BCL11A,NUBP2,RGS14,RNFT1
12090,FKBP2,B4GALT3,SH3YL1,ICA1,ARMC2,ID2,C7orf26,ZNF638
12091,FAM3A,PCBD1,C12orf29,C16orf74,UBE2D1,TMX2,CCNC,MITD1
12092,ERI3,CD86,SMC1A,SRSF6,SMAD2,NFIC,RFC5,SETD5
12093,DNM1L,SETD1B,AKIP1,PIGL,RNF113A,AGTRAP,EPB41L4A-AS1,UFM1
12094,CPSF2,GFI1B,BLMH,FZR1,SCAPER,POLB,SLC25A20,USB1
12095,NOP58,DUSP3,FLOT1,SEPHS2,ST3GAL5,KCNA3,STXBP3,CENPW
12096,PRIM1,DDT,HSBP1L1,PDCD4,DICER1,XRCC4,CCT7,CPSF4
12097,RAB8B,PRMT2,PREPL,SEL1L,ZUFSP,KLHL24,SERINC3,U2AF1L4
12098,SVIL,LAMP1,VMA21,TMEM120B,PLEKHG1,ADD3,NFKBIE,WAPAL
12099,R3HCC1,MSRA,SETD6,PRSS57,SCAMP1,USP8,MS4A4A,RWDD1
12100,POLR2K,EID1,CHD4,TM7SF2,PRKCA,RP11-418J17.1,CISH,TXNDC15
12101,SAFB,RP11-220I1.1,DNTTIP1,CSTB,RP11-809O17.1,MIF,TRAP1,RNASEK
12102,TSNAX,AGFG1,A1BG,NFATC2IP,PCNX,LCOR,RNASEH2A,SCNM1
12103,METTL13,PGLYRP2,POLR1E,NUP153,PNOC,HERC6,MAGED2,RHOT2
12104,SRSF1,RUSC1,SCIN,EIF1B,SF3B1,TIMM10,PPP4C,TIMM21
12105,PAPD5,PAK1,SPG11,CYC1,DCAF5,CAPN2,ORMDL3,BCAS2
12106,COLQ,PPM1N,C3orf58,ALKBH3,IFNLR1,EPB41,ESD,GOT1
12107,LINS,BDP1,CEP57L1,SUDS3,CBX7,RPP38,HSPA6,ATRX
12108,BZRAP1-AS1,SBDS,DPP7,ORC2,AKIP1,EEPD1,COMMD8,CNOT4
12109,IL15RA,BARD1,C9orf89,AL928768.3,LPIN1,RNF40,PTPN2,TMEM71
12110,ATAT1,RBM43,ADRM1,UBE2R2,ZNF480,RFC1,ATG5,SELM
12111,EED,ZFAND6,TESPA1,METTL17,SFT2D2,USP36,H3F3A,COMMD2
12112,ZC3H6,TIPRL,UBE2D1,FAM114A2,PPP2R3C,CBWD1,CENPT,CNOT1
12113,MAF1,KCTD17,NMRK1,MFHAS1,SNRPB,VPS72,IMMP2L,MRPL52
12114,PABPC1L,IGF2R,CASC7,PDCD4-AS1,XPNPEP3,ZNF90,SUDS3,PRPF40A
12115,PROSER1,PRKRIP1,C7orf73,KLF7,YRDC,GSK3B,AKAP1,RMDN1
12116,SEC24D,IMMT,RBM6,ETV7,TES,ARL1,PELP1,SNRNP35
12117,CPVL,TTC5,FGL2,PBXIP1,SLC25A51,SNUPN,SCML4,MYC
12118,GSTO1,TCEAL8,H3F3A,PMS2,RP3-329E20.2,UBE2G2,EEFSEC,CHMP1A
12119,TROVE2,SNRNP48,DNAJC21,R3HCC1L,POFUT2,USP30-AS1,PLIN2,ZNF407
12120,GALC,PBXIP1,CTD-2521M24.9,LYSMD2,DDX24,NISCH,TGS1,RNPEP
12121,ANAPC1,SMAP2,GNA15,HLA-DMA,ASCC2,RP11-544A12.8,MRPS6,FIBP
12122,FAM65B,CCDC92,DIS3L,FAM89B,ZSCAN9,CHORDC1,HPS1,RANGRF
12123,SUSD3,FAM96A,CSRNP1,LINC00665,FPGS,SRD5A3,PSMD14,C1orf174
12124,PPP3R1,PIWIL4,STK38L,SNRPD3,DCTN1,RUFY2,PRAF2,GMPS
12125,PRR24,ATXN2,XCL2,APITD1,CWC22,UHRF2,CHMP7,ANKRD12
12126,CSK,TRNT1,TFPT,LINC00685,AGO3,NDUFAF3,CHD4,FLNA
12127,ZNF449,ETNK1,RNASE6,NARS2,HGSNAT,IL1RN,POLR2C,SLC25A45
12128,FAM136A,TRAF5,INF2,SECISBP2,RCE1,SPCS3,GLG1,SUMF2
12129,ANXA4,HNRNPA3,ZNF816,CTD-2037K23.2,RP4-728D4.2,RP13-582O9.5,CCAR2,SRA1
12130,SLFN5,SPHK2,BTBD10,UBR7,OXLD1,PPP6R1,PCMTD1,RIC3
12131,TRMU,HYOU1,HAUS3,RPS5,ZNF101,DNASE1,CGRRF1,ANAPC2
12132,CWC27,CD101,CECR1,SGSH,TSTA3,SCP2,ATF7IP2,PSMD2
12133,TRAPPC12,C11orf57,MT-ND3,TNK2,SEH1L,ANXA2R,TM2D2,DDX23
12134,ITCH,PRADC1,RXRA,ATM,SNN,ARPP19,PUM1,NOP2
12135,GMEB2,MRPL17,TNFRSF21,VAV1,GLRX2,TBC1D5,BOLA3,CYB5R3
12136,C21orf91,SERINC3,ABHD11,PHC1,SERPINI1,TRIM56,ERV3-1,NFATC2IP
12137,PAFAH1B1,DDX19A,FAS,CHST2,ABI2,NUP62,GLUL,FUZ
12138,CNPY3,INTS9,GCA,AIMP1,WTAP,TROVE2,RABEP1,ATIC
12139,B3GALT4,SND1,NRDE2,PBDC1,CCDC23,TNNT1,MKRN2,HACL1
12140,CREBBP,GRSF1,ALKBH8,LTV1,RB1,SDE2,RP1-313I6.12,KATNB1
12141,SIK3,S1PR4,RETSAT,SBDS,CLEC2D,OSBPL7,DCTD,TKT
12142,ADRB2,DYRK4,SNRNP25,BRK1,TMEM248,ARAF,TMEM175,PABPC4
12143,LNPEP,SERPING1,TAF11,PARP12,AKAP17A,PITPNA,MX2,ANAPC4
12144,RBM42,SDHC,CXCL16,KIAA1033,UQCRQ,GPRC5C,COX7A2L,NSMCE2
12145,TGFBR3L,RPS10P7,OASL,MRPS35,SLC2A11,SP110,CERS2,ALKBH5
12146,IFI44L,LINC00667,SPG20,BCCIP,PPA1,TC2N,SDHAF1,BRD7
12147,ATP6V0D1,C9orf78,FAM58A,VCPKMT,MRPL2,RP11-87C12.2,ZBTB7B,TXNDC11
12148,TMEM106C,MAPKAPK5,IL10RB,RP11-354P11.3,ZCCHC9,TERF1,HSPB1,IRF1
12149,CNP,LOH12CR1,SLC6A6,C1orf112,B9D2,AP5B1,VCAN,IL27RA
12150,NCF2,RP11-156E8.1,MRPS36,PPIL1,SZT2,ADAP2,AP001189.4,ID3
12151,NDUFV3,PRF1,RASSF4,SEC24B,EXOC6,SLC20A1,PSMC6,UBA2
12152,FBLN7,SMARCD1,RAB6A,CBR3,PRKCQ-AS1,PLXDC2,CCDC115,SSNA1
12153,PPM1A,UBE2Z,FBXO25,ZNF274,STYXL1,CTNNA1,RANBP3,SCO2
12154,TIPARP,LRRC41,SLC25A1,TMEM216,MAP3K13,PDE4B,TUSC2,GUCD1
12155,NSD1,NT5C3B,SECISBP2,RNF7,TP53I13,MAPK8,GFER,ZWINT
12156,ADD1,STK17A,PIN4,TMEM183A,KIAA1731,PRR24,ZFYVE27,ZNF330
12157,MESDC1,P2RX4,MIR4435-1HG,POLR3D,TOR2A,CWC27,MYOM2,KRT10
12158,EIF5,COX7B,STRN4,GBP3,MATR3,ABT1,RB1,CRLS1
12159,WDR6,POLR2D,UGP2,MAGEH1,RBM22,TNFRSF25,SRP68,CPSF3
12160,MIB2,PUS1,PDCL3,R3HDM4,SIRT1,CCDC159,CDKN1C,RAB4B
12161,BCL11A,PCTP,ANKRD39,CLNS1A,ZNF766,EMR3,PMM1,DHFR
12162,RBM23,CWC22,PDCD7,PSMC6,SWAP70,CKS1B,RP11-660L16.2,ZC3H8
12163,SRM,CD58,SLC29A1,STRIP1,RP11-727F15.12,ZNF641,CFLAR,DTD1
12164,GNB5,ITSN2,HSH2D,NIT2,MRPL37,SUPT5H,DDRGK1,WDR18
12165,MZB1,GPCPD1,PHF5A,WHAMM,EIF5A2,EHBP1,PNPLA2,CD84
12166,ZNF708,SH3BP1,VKORC1,PTP4A3,CEP57,EPHB6,DEF6,DDX17
12167,RANGRF,GIPC1,WWP1,RP11-23P13.6,MCM3,QRSL1,NUS1,FLYWCH2
12168,PCCB,DTX3L,IQGAP2,ABR,IFT27,SUCLA2,STRBP,SNW1
12169,RFC2,IKBKB,DIAPH1,FLII,TCOF1,MYLK,LCN8,KLHL18
12170,AC120194.1,TECPR1,ALDH9A1,CD63,PTPN22,PRCC,GCA,FXR1
12171,PRR7,NME2,SH2B1,COMTD1,PCSK7,SLC39A10,NCBP2,CENPM
12172,NDUFB2,SLC16A5,PSMG3,CPSF7,PGRMC2,MTMR3,GPR18,PRDM2
12173,MS4A6A,ITGAL,JARID2,ARL8A,C12orf5,CHSY1,SIRT6,PRIMPOL
12174,ABCE1,ERLIN1,TNFAIP8L2,UBXN11,LAMP3,ACADS,NUP62,SRPK2
12175,PER1,ZNF444,EFCAB14,MAML1,PCGF6,GUCY1B3,TOMM20,AQP10
12176,DNAJA2,SNX12,RBBP6,PCED1B,TCF7,AL592183.1,EBAG9,CLEC2D
12177,CCDC65,C19orf33,ILKAP,CTSA,PPP1CC,ALDH9A1,CCDC167,TMEM120B
12178,MRPS5,AES,LPAR6,MAX,IFI16,CLU,MRPL44,RALBP1
12179,ACAD8,TMED8,RABGGTB,UBE2M,DYNC2LI1,OPN3,FAR1,FBXO11
12180,ANKRD16,PRKACB,ZNF692,MCEE,PIGV,IL10RB,DXO,MED4-AS1
12181,AGPAT2,EMR1,PTGDR,ZNF90,CCDC85B,SFXN5,PTPN4,MTSS1
12182,PSMG3-AS1,DLG1,BST1,RP11-1398P2.1,CLIP1,IST1,AKAP9,ICOS
12183,GATAD1,SLC25A36,SFT2D1,RBM22,CUEDC2,TBC1D23,MAPK1,TAP1
12184,BSDC1,PMAIP1,DHRS3,RECQL,ORAI2,E2F6,QRSL1,ECHDC3
12185,APOL2,SLC7A5,WRB,LIAS,LYST,TCEAL4,CHAF1A,ELOVL1
12186,GLIPR2,FBXO8,DCXR,SLC25A12,MAVS,DLGAP4,VSTM1,CYLD
12187,CSNK1G1,METTL2B,VCPIP1,WAC-AS1,HVCN1,RP11-76E17.3,HMCES,MARS2
12188,REXO2,SLC31A1,DIP2A,COLGALT1,ARL3,STK38L,SELM,TSN
12189,XPO7,PPIL3,HIPK1,SAMD9L,RNF20,SPATC1L,NOTCH2,ITGA3
12190,ARID2,RP11-690G19.3,CD5,APOBEC3C,MTA3,ADAT1,RAB37,CHD8
12191,RPS6,ZNF675,RASSF3,PSMA5,PREB,UBAC1,SF3B1,RNF207
12192,MED6,ZNF302,EHBP1L1,LZTS2,MRPL44,SBNO1,TMEM43,AGK
12193,CPNE2,FKBP5,SDHB,CREBL2,PGD,METTL14,BBX,HIST1H4C
12194,BRD9,HNRNPU,TRAPPC6B,MZB1,IFI44,BSG,PLEKHF1,SMARCD1
12195,TMEM243,CCDC50,GALM,MED22,TMEM50B,S1PR1,HDAC5,POLE
12196,CASC7,EML4,RARS,SWI5,GMCL1,GPATCH8,CKS2,ALAS1
12197,CLCC1,STK40,NGFRAP1,MORF4L1,IFRD2,BCAS3,CCDC28B,CCDC22
12198,FBXW5,METAP2,RAB22A,C12orf42,DDHD1,ACTR8,DEGS1,TATDN1
12199,SMC1A,METTL5,YTHDF3,ZNF839,N4BP2L2,PDE4DIP,CHRAC1,AGAP6
12200,ZNF689,PARVG,KLHL36,ACSL3,ZEB2,SPTAN1,PPP1R12A,TTLL1
12201,CHMP7,RP11-78O7.2,TTC31,CLN5,AMD1,TMEM42,SLC31A2,NCF1
12202,CBX7,FDX1L,MIR142,UTP11L,TOR1A,SCARB2,PSMD7,PYHIN1
12203,NME1,CBX5,TMEM183A,C1GALT1C1,ZNF653,CNTD1,MYO1F,NDUFB4
12204,ZNF720,MRPL16,LINC00176,TTF2,CEP250,ACP5,CD2,PHTF2
12205,CTD-2521M24.9,ZNF430,AC005523.2,MEAF6,STAT4,CDK2AP2,VRK1,HSPA1A
12206,MGMT,COPG1,CDKN2A,SPI1,CTD-2336O2.1,ARL4C,DESI1,VPS41
12207,ZNF580,CLCN3,UBXN6,ICMT,METTL16,EIF4E3,SLA,UTP18
12208,XAB2,INSIG2,SLC52A2,TRIM41,C2orf74,SMU1,TBK1,RTCB
12209,GPR89A,PIDD,UNC13D,CALCOCO2,NEK7,RGL2,HIST1H4C,ZBTB47
12210,TFIP11,LRCH3,ACTN1,HNRNPA0,ZBED5,PLCG2,NELFA,AC003075.4
12211,GNS,PPP1R18,SEPT9,METAP1,SUCLG2,TPRKB,CTNNB1,CRYZ
12212,GADD45A,EIF6,TOR1AIP1,CTC-479C5.12,TGDS,PRPS2,CARD9,NIT1
12213,GSS,LNPEP,BLVRA,PIP4K2A,SDF2L1,COPS2,HELZ2,AC040977.1
12214,TAF2,NIT1,CSF3R,MRPL19,ZSCAN16,ZNF292,ZKSCAN1,ARL2
12215,MAFG,ZFPL1,RP11-386G11.5,KLHL36,STK24,WIPI2,PPP2R5D,PKD1
12216,TMX4,LRRC27,KLRD1,RCN1,CTD-2017D11.1,ABHD14B,GPS1,C14orf166
12217,RP11-345J4.5,COMMD4,SELPLG,LRRC41,NDUFAF7,CCT3,RCN2,PRKRA
12218,ST6GALNAC4,POLR3GL,AGL,BCAP29,TOLLIP-AS1,GPRIN3,EFTUD2,ADH5
12219,TFB2M,MYCBP2,OCIAD2,PIK3R4,BOD1L1,ZEB2,CDC42,CCDC53
12220,GTPBP6,TMEM128,NOC4L,CNPY4,HAUS3,DYNLL1,FIBP,SCARB1
12221,WDYHV1,TMEM129,DHRS4,ZNF626,HIAT1,USP4,HIAT1,CES1
12222,ARMC8,TRAPPC5,EGFL7,MTX1,HPRT1,LSM5,LYAR,THOC6
12223,GNPTG,AMMECR1,GMIP,PIGF,MRPL52,RELT,LYPLA2,FXYD2
12224,FAIM3,GPR65,GON4L,HLA-DOB,KIAA0907,FAM98C,GPR155,MTO1
12225,RP11-94L15.2,GSTA4,RABIF,MDFIC,HCK,NR3C2,TBCC,ATP1B3
12226,CCT7,EHMT1,LAIR1,PLCL2,IL21R-AS1,DNAJC3,SIN3B,PQLC1
12227,ATRX,LAMTOR5,AKR1A1,RRBP1,CD58,PCGF3,CSNK2A1,NOXA1
12228,RPL26L1,STX2,CNPPD1,VAMP3,IFI27L2,WDR54,LYRM1,SSR1
12229,IL2RB,RP5-882C2.2,SDHC,EPC1,MRPL41,MRPL4,ISG20L2,UBE2S
12230,LSM4,PFKL,GLIPR1,CFP,TTC19,H2AFJ,JMJD6,EIF4B
12231,NAPRT1,SASH3,SDHA,TNPO3,PPP2R2A,CPT1A,MT1X,EXOC8
12232,GYPC,HSBP1,RNF139,TWISTNB,POU2F2,RNASEH2C,HSPA1A,SH3GLB1
12233,DPH2,TEX261,SQSTM1,DCTD,RAD21,CMC1,SBDS,RP11-351D16.3
12234,SLFN11,NOL8,TMEM126A,IL2RA,NDUFA5,C12orf5,HYOU1,KIAA1143
12235,TNFRSF10B,C6orf89,SNCA,ABI1,ATXN2L,THAP9-AS1,PDHA1,MLX
12236,POLR2B,SLC37A1,ST13,RFXAP,PHYH,ZYG11B,NDNL2,MRPL55
12237,ZNF430,HNRNPLL,TRNAU1AP,EEPD1,JOSD1,MTERFD2,DCP2,DALRD3
12238,DCPS,SLC25A3,ZNF581,STK10,TAF10,UIMC1,PSMB4,OCIAD1
12239,TM2D3,CKAP4,CCDC88C,FCRLB,LRIF1,NUDCD3,LSM10,RP11-119B16.2
12240,MRPL12,PRPSAP1,GPAA1,SAP18,ATP2B4,CTC-250I14.6,PAPSS1,SPCS1
12241,MAPK1,ZDHHC16,LTV1,COX17,SEC24C,EXOSC6,SSH2,POMC
12242,CLEC7A,PSTPIP2,SNRNP200,TDP1,B3GAT3,GNL1,RBM18,C22orf29
12243,TRIM5,ABL2,EPSTI1,ARCN1,GYG1,MAP4K2,GBE1,ATXN7L3
12244,MIS12,SLAMF7,HIP1,TMEM185A,LENG1,ITGA2B,VPS35,MEN1
12245,PABPN1,SYTL1,ZBTB8OS,ECI2,DRAM2,PTP4A3,ST3GAL5,NOM1
12246,DROSHA,PI4KA,IL16,RMDN2,DCAF11,PDSS2,LY9,NRAS
12247,C5orf45,C2orf42,SIRT2,AMD1,HIBCH,VTI1A,ABTB1,ERMAP
12248,MRPS30,POP7,WDR60,FBL,AC012360.4,CCDC93,DCAF8,ARID4A
12249,TDRD3,DDX3X,JOSD2,C19orf66,VPS36,ATG10,NCKAP5L,ATP6AP2
12250,STK24,PEX10,CTB-58E17.1,BAZ2B,RGS18,FCER2,MLKL,IPO8
12251,TBL1XR1,STK16,PAFAH2,TPI1,NOL7,RP11-258F1.1,HK1,C5orf15
12252,CBLB,SLC3A2,ARIH1,PINK1,TRIM35,MOGS,PYCR2,ALG13
12253,NUDT3,ETFA,ATG4D,TSPYL4,FKBPL,SPARC,CCNB1,PNRC2-1
12254,A1BG,IFT52,HEXB,FBXL8,TBC1D2,CTA-29F11.1,R3HDM4,TMEM248
12255,DGCR14,HCLS1,FBXO11,CBX4,CAMKMT,MORC3,PHAX,CRTC1
12256,AKAP13,GNLY,NAPA,SRPR,TMOD2,C17orf59,SPTLC2,C14orf80
12257,SLC25A10-1,CCDC112,TTC3,WARS2,ZNF44,LRRC42,CPQ,HBS1L
12258,ZDHHC24,TIMM10B,MESDC2,C22orf39,TMED8,CCDC23,CD97,PLCXD1
12259,PPP1R3E,RBMX2,C11orf21,UBE2N,SFI1,TRIM39,ABHD11,DHRS4L2
12260,KLF12,HIPK1,REEP4,IFI35,KIAA1109,PHYH,CHI3L2,ABCF1
12261,RP11-111M22.3,SCGB1C1,PSMD5-AS1,SLC30A7,RBM41,H2AFV,PEX2,OXCT1
12262,PTPMT1,ITGB7,HOXB2,STAT3,CHURC1,ALAS1,ETS1,TMEM183A
12263,LIN52,TMEM229B,DCPS,MEA1,SNAPIN,PTPN7,CECR5,AAK1
12264,SSBP4,TLN1,WDR46,TMEM55B,TIMM23,IL13RA1,SIK1,FAF1
12265,UQCRQ,RASA3,FAM213A,REC8,FDX1L,TAP1,TMEM30A,CTB-31O20.2
12266,ARNTL,HACL1,LYRM7,CD4,TXNDC12,C1orf198,ADSL,SETD8
12267,CAST,ORMDL3,COPE,SEC16A,GGCX,BCAP29,MATK,RP11-690G19.3
12268,EFTUD2,NMT1,RUFY1,DDX3Y,METTL10,MAPKAP1,SAR1A,RP11-455F5.5
12269,CNOT3,CDK2AP1,RELA,SMARCE1,MRPL53,SETD2,RAB8A,GRASP
12270,PBRM1,RPS6KA5,SOCS3,ATHL1,CRADD,ZNF746,TP53RK,NDST1
12271,C6orf136,RBM4,FAM200B,UIMC1,GNPDA1,KIAA0368,FIP1L1,IMPAD1
12272,USP7,NFKB2,SLC25A40,RP11-347P5.1,COG8,PTBP3,MTX2,TRIM41
12273,HAR1A,SDF2,PARP10,DTYMK,AC006129.2,NEURL1,SLC38A2,TCF3
12274,TIMM9,EMC1,PPM1K,TIMM22,SLC4A1AP,TPK1,RXRA,CCR5
12275,KLHL24,RHOT1,BATF,PAPSS1,TMEM187,KDM4B,GALNT10,CCDC174
12276,CTU1,WDR18,SPATA20,PSMA1,CD19,RPS6KB1,SIVA1,SPECC1
12277,BIVM,BTBD9,PLK3,RPA3-AS1,MRPS36,CCNB1IP1,OCIAD2,ITK
12278,ARAF,MDP1,MRPS11,TRMT10C,NCK1,MXD4,STX12,IFT57
12279,ELAVL1,BCR,MYO1G,DUSP1,CES2,FAM122B,USP42,SPG7
12280,ACOX3,TRIM5,PAPD4,KCNAB2,TBC1D31,PRMT10,BCL7A,EXOSC9
12281,FAM63B,GGPS1,AKT1S1,TMEM150A,NOC4L,TEP1,ANAPC15,ZBTB1
12282,KDM5D,ATP5H,DCUN1D5,BCKDHA,AZIN1,EXOC3,ARL3,GPBP1L1
12283,CD99,JAK3,RNF135,RNF5,RP2,HSF1,SARNP,SCAF4
12284,CLIP1,NDFIP1,CCDC47,MMAB,TANK,TNFAIP2,ANKRD13D,PITHD1
12285,KIAA2013,NTMT1,THYN1,LTBP3,WDR73,DOCK2,DPH5,UAP1
12286,EAF2,ZNF143,MX2,AGPS,MCCC1,GATA2,TSC22D3,RFWD3
12287,INPP4B,GMPS,ATP5G1,C17orf85,ACAA2,LY6G6F,SNHG7,GTPBP4
12288,ZNF266,TIMM10,HTATSF1,ABHD10,SULT1B1,ZC3H8,C11orf48,SEC23B
12289,KAT8,CCDC71L,PPP3CC,PLAUR,CLEC4C,ASAP2,DDT,DRAM2
12290,CBWD5,TMUB2,MDH2,CCL3,C20orf96,ZNF185,APOBEC3H,ZMIZ2
12291,TINF2,RNF115,CDIP1,TRIP12,THUMPD3,KATNB1,EPRS,GBF1
12292,CUL3,ZBTB24,BCL11A,EGR1,UBE2V1,ITPR2,ISY1,SMC2
12293,DHX57,PET117,SETD8,DPP8,AKT3,TFDP1,GIMAP5,PPP1R12C
12294,CHD1L,RFK,VPS28,TRIM8,RNF185,STK38,SIGIRR,SLAMF1
12295,PRKRIP1,MAFG,CISD2,RNFT1,PNMA1,NELFB,PAK2,FFAR2
12296,MVD,LEO1,PNPLA6,PCYT2,C10orf54,DYNC1LI1,RBM5,ITCH
12297,DDX27,ZKSCAN8,ACN9,ADI1,TRAF4,RAP1A,MRPL46,NSF
12298,FAM192A,TSSC4,NDUFV3,CLYBL,TERF1,PRKAA1,TNFAIP8,MED16
12299,MTMR2,URM1,C18orf32,WDR83OS,CAT,RPS6KC1,NBPF10,MGAT5
12300,WDR20,MRPL48,GLYR1,KIAA0040,AMMECR1,DENND4B,SF3B14,FOXN3
12301,BIRC6,VIMP,JAZF1,RGP1,MRPL54,PNKP,LRRFIP2,PPFIA1
12302,PEX16,IFT43,HEXDC,CISD2,TMEM138,AIMP2,ASNSD1,RNF126
12303,KBTBD3,RPP30,EPRS,FAM208A,PHF23,TBXAS1,UNC50,EIF6
12304,TAMM41,CSTF2,HIP1R,UBE2K,RP11-395A13.2,APOBEC3A,CD247,NOL12
12305,GNG7,RNF213,HELZ,ARL6IP4,GS1-124K5.4,CYTH2,CEBPZ-AS1,DOT1L
12306,UBXN2A,TMEM110,CRELD2,NPM3,ZNF76,ALAD,SPARC,VPS29
12307,EIF2S3,SUGP2,SLC43A3,ZNF326,TRMT5,PLXND1,ETFA,ACOT9
12308,NCOA2,HNRNPL,EIF2S1,ZFYVE27,BRPF3,AC000003.2,CSF1R,BLCAP
12309,ZNF277,RARA,ANKRD12,SH2D1B,KIAA0020,SGTA,ST6GAL1,IDH2
12310,MLH1,SMAP1,UQCR10,RAD51C,DDX19A,KIF5B,NOLC1,DCP2
12311,RP11-277L2.3,GTF3C6,SEC22C,RNASE6,FGD5-AS1,RP11-51J9.5,CWC25,POLR2K
12312,ZNF800,NFS1,SLAMF7,PELP1,NCOA4,ARF3,MARCO,PLOD1
12313,ZNF813,GOLT1B,PRKAR2A,CCDC50,VRK2,PDHA1,PNMA1,HECTD1
12314,CREBRF,KMT2B,HMGCL,BRD3,PITPNA-AS1,ERGIC2,NAPSA,COMMD8
12315,CCDC57,ZFAND1,INVS,STX16,FDFT1,ESD,SUN2,LYRM1
12316,PSMA1,STX3,TMEM120B,COPZ1,AP1S1,C7orf43,RORA,TRIM69
12317,DPP9,CDC42,SYK,DIABLO,SOCS3,EAF2,CD19,MRPS33
12318,OGFOD1,CEPT1,ASPSCR1,TIFA,SERPINF1,TSHZ2,MYL6B,TOB2
12319,ATP13A2,GZMM,MYL12B,CTSZ,CARS,TMEM205,BIRC5,ELP6
12320,DENND4A,TMEM134,SMPD3,P2RY8,TESC,NCBP2-AS2,VPS37B,MRFAP1
12321,ST6GAL1,CHST12,MEF2BNB,RP5-827C21.4,FNTB,ADAM28,SMURF1,SMIM14
12322,C21orf2,DNAJB9,BST2,PAICS,POMGNT1,CWF19L2,CHURC1,GCA
12323,AAMDC,CCDC115,DUSP12,MICA,HIST4H4,STRN4,ZNF667-AS1,CTSB
12324,TCF3,DLST,PPCDC,SEC61A1,TIPARP,GDE1,PPP4R2,UBXN7
12325,C19orf48,ABR,MRPS18C,HLA-G,SHMT2,LCK,SMC6,VRK1
12326,FAM200B,NOA1,C14orf64,RP13-1032I1.7,ZNF275,UBE2J2,PRDX2,ABHD10
12327,ZDHHC8,OARD1,TMEM167B,NCK2,C16orf62,OAZ2,HAGH,LARS
12328,SERPINB9,ODC1,PFDN1,PTBP1,SSR4,NPM3,IFT57,TMEM126B
12329,CTR9,GNB5,PMPCB,SUGP2,RFC1,KAT6A,CTBP1,NFATC3
12330,SMCO4,SNX13,MYD88,KEAP1,TSR1,IKBKE,MPHOSPH6,CRIPT
12331,WDR83OS,CIR1,MCOLN1,UBR3,RNASEH2A,UPF2,MT1F,GPX7
12332,EMC8,GPANK1,COQ10B,SART1,APP,TRUB2,ASXL1,GCH1
12333,IL4I1,ARSD,PNP,THAP3,ANAPC1,SMARCD3,ZNF92,DHRS7
12334,ACP5,TRAFD1,NUDT2,PPP1R21,IGLL5,ADAM8,RASAL3,PSENEN
12335,TSSC4,UBE2R2,PTMS,LRRC8D,FAM126A,HK1,MPZL1,SCAF11
12336,MRPS23,NUDCD1,PRSS23,LAIR1,NR1H2,TUSC2,CD2BP2,SRGAP2
12337,ORMDL3,CLK3,ZAP70,TMEM243,GOPC,HTATSF1,PROSC,CDC40
12338,PPARA,PSTPIP1,WDR18,FKBP11,ANKRD13C,RAB11FIP1,VTA1,TOM1L2
12339,LTK,ZNF622,TOMM40,RP11-44N11.2,MDH1,SDR39U1,ATP5EP2,APOBEC3B
12340,ZNF160,RPL15,ATPAF1,RING1,PRUNE,MTR,SLC30A7,YAF2
12341,POLR2C,TCF3,ATXN2,RC3H2,CRIPT,DPYSL2,SERPINB1,IDI1
12342,WDR4,SNN,IARS,LMAN1,CXorf40A,CTR9,WDR54,DPH3
12343,AC010642.1,PRR5,NELL2,PIGU,ABCB7,CHD3,TSTA3,CBX5
12344,ELP4,RPF2,NUDT16,IRF2BPL,CD14,COX7B,ZEB2,SYNE2
12345,WIPF2,REC8,SRA1,HSD11B1L,GCSAM,CETN2,RAB4A,SEC11C
12346,KPNA6,CDKN2AIPNL,YWHAE,TFEB,ZNF576,DLAT,DYNLRB1,RRP9
